https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRPBULL,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1747699200000,2025-05-20 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747612800000,2025-05-19 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747526400000,2025-05-18 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747440000000,2025-05-17 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747353600000,2025-05-16 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747267200000,2025-05-15 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747180800000,2025-05-14 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747094400000,2025-05-13 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1747008000000,2025-05-12 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746921600000,2025-05-11 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746835200000,2025-05-10 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746748800000,2025-05-09 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746662400000,2025-05-08 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746576000000,2025-05-07 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746489600000,2025-05-06 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746403200000,2025-05-05 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746316800000,2025-05-04 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746230400000,2025-05-03 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746144000000,2025-05-02 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1746057600000,2025-05-01 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745971200000,2025-04-30 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745884800000,2025-04-29 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745798400000,2025-04-28 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745712000000,2025-04-27 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745625600000,2025-04-26 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745539200000,2025-04-25 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745452800000,2025-04-24 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745366400000,2025-04-23 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745280000000,2025-04-22 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745193600000,2025-04-21 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745107200000,2025-04-20 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1745020800000,2025-04-19 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744934400000,2025-04-18 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744848000000,2025-04-17 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744761600000,2025-04-16 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744675200000,2025-04-15 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744588800000,2025-04-14 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744502400000,2025-04-13 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744416000000,2025-04-12 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744329600000,2025-04-11 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744243200000,2025-04-10 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744156800000,2025-04-09 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1744070400000,2025-04-08 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743984000000,2025-04-07 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743897600000,2025-04-06 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743811200000,2025-04-05 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743724800000,2025-04-04 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743638400000,2025-04-03 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743552000000,2025-04-02 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743465600000,2025-04-01 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743379200000,2025-03-31 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743292800000,2025-03-30 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743206400000,2025-03-29 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743120000000,2025-03-28 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1743033600000,2025-03-27 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742947200000,2025-03-26 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742860800000,2025-03-25 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742774400000,2025-03-24 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742688000000,2025-03-23 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742601600000,2025-03-22 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742515200000,2025-03-21 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742428800000,2025-03-20 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742342400000,2025-03-19 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742256000000,2025-03-18 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742169600000,2025-03-17 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1742083200000,2025-03-16 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741996800000,2025-03-15 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741910400000,2025-03-14 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741824000000,2025-03-13 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741737600000,2025-03-12 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741651200000,2025-03-11 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741564800000,2025-03-10 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741478400000,2025-03-09 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741392000000,2025-03-08 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741305600000,2025-03-07 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741219200000,2025-03-06 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741132800000,2025-03-05 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1741046400000,2025-03-04 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740960000000,2025-03-03 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740873600000,2025-03-02 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740787200000,2025-03-01 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740700800000,2025-02-28 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740614400000,2025-02-27 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740528000000,2025-02-26 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740441600000,2025-02-25 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740355200000,2025-02-24 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740268800000,2025-02-23 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740182400000,2025-02-22 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740096000000,2025-02-21 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1740009600000,2025-02-20 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739923200000,2025-02-19 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739836800000,2025-02-18 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739750400000,2025-02-17 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739664000000,2025-02-16 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739577600000,2025-02-15 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739491200000,2025-02-14 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739404800000,2025-02-13 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739318400000,2025-02-12 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739232000000,2025-02-11 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739145600000,2025-02-10 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1739059200000,2025-02-09 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738972800000,2025-02-08 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738886400000,2025-02-07 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738800000000,2025-02-06 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738713600000,2025-02-05 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738627200000,2025-02-04 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738540800000,2025-02-03 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738454400000,2025-02-02 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738368000000,2025-02-01 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738281600000,2025-01-31 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738195200000,2025-01-30 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738108800000,2025-01-29 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1738022400000,2025-01-28 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737936000000,2025-01-27 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737849600000,2025-01-26 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737763200000,2025-01-25 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737676800000,2025-01-24 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737590400000,2025-01-23 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737504000000,2025-01-22 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737417600000,2025-01-21 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737331200000,2025-01-20 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737244800000,2025-01-19 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737158400000,2025-01-18 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1737072000000,2025-01-17 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736985600000,2025-01-16 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736899200000,2025-01-15 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736812800000,2025-01-14 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736726400000,2025-01-13 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736640000000,2025-01-12 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736553600000,2025-01-11 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736467200000,2025-01-10 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736380800000,2025-01-09 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736294400000,2025-01-08 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736208000000,2025-01-07 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736121600000,2025-01-06 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1736035200000,2025-01-05 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735948800000,2025-01-04 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735862400000,2025-01-03 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735776000000,2025-01-02 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735689600000,2025-01-01 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735603200000,2024-12-31 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735516800000,2024-12-30 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735430400000,2024-12-29 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735344000000,2024-12-28 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735257600000,2024-12-27 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735171200000,2024-12-26 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1735084800000,2024-12-25 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734998400000,2024-12-24 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734912000000,2024-12-23 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734825600000,2024-12-22 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734739200000,2024-12-21 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734652800000,2024-12-20 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734566400000,2024-12-19 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734480000000,2024-12-18 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
1734393600000,2024-12-17 00:00:00,XRPBULL/USDT,0.00000323,0.00000323,0.00000323,0.00000323,0,0,0,0,0,0.00000323
